hgGenes	mmGenes
OAF	Oaf
OARD1	Oard1
OAS1	Oas1a
OAS1	Oas1c
OAS1	Oas1d
OAS1	Oas1e
OAS1	Oas1f
OAS1	Oas1g
OAS1	Oas1h
OAS2	Oas2
OAS3	Oas3
OASL	Oasl1
OAT	Oat
OAZ1	Oaz1
OAZ2	Oaz2
OAZ3	Oaz3
OBP2A	Obp2b
OBP2B	Obp2a
OBSCN	Obscn
OBSL1	Obsl1
OC90	Oc90
OCA2	Oca2
OCEL1	Ocel1
OCIAD1	Ociad1
OCIAD2	Ociad2
OCLN	Ocln
OCM	Ocm
OCM2	Ocm
OCRL	Ocrl
OCSTAMP	Ocstamp
ODAM	Odam
ODC1	Odc1
ODF1	Odf1
ODF2	Odf2
ODF2L	Odf2l
ODF3	Odf3
ODF3B	Odf3b
ODF3L1	Odf3l1
ODF3L2	Odf3l2
ODF4	Odf4
OFCC1	Ofcc1
OFD1	Ofd1
OGDH	Ogdh
OGDHL	Ogdhl
OGFOD1	Ogfod1
OGFOD2	Ogfod2
OGFOD3	Ogfod3
OGFR	Ogfr
OGFRL1	Ogfrl1
OGG1	Ogg1
OGN	Ogn
OGT	Ogt
OIP5	Oip5
OIT3	Oit3
OLA1	Ola1
OLAH	Olah
OLFM1	Olfm1
OLFM2	Olfm2
OLFM3	Olfm3
OLFM4	Olfm4
OLFML1	Olfml1
OLFML2A	Olfml2a
OLFML2B	Olfml2b
OLFML3	Olfml3
OLIG1	Olig1
OLIG2	Olig2
OLIG3	Olig3
OLR1	Olr1
OMA1	Oma1
OMD	Omd
OMG	Omg
OMP	Omp
ONECUT1	Onecut1
ONECUT2	Onecut2
ONECUT3	Onecut3
OOEP	Ooep
OOSP1	Oosp1
OOSP2	Oosp2
OPA1	Opa1
OPA3	Opa3
OPALIN	Opalin
OPCML	Opcml
OPHN1	Ophn1
OPLAH	Oplah
OPN1LW	Opn1mw
OPN1SW	Opn1sw
OPN3	Opn3
OPN4	Opn4
OPN5	Opn5
OPRD1	Oprd1
OPRK1	Oprk1
OPRL1	Oprl1
OPRM1	Oprm1
OPTC	Optc
OPTN	Optn
OR10A2	Olfr714
OR10A3	Olfr516
OR10A3	Olfr518
OR10A4	Olfr17
OR10A5	Olfr713
OR10A6	Olfr519
OR10AD1	Olfr286
OR10AD1	Olfr287
OR10AD1	Olfr288
OR10AG1	Olfr1123
OR10C1	Olfr95
OR10G2	Olfr1510
OR10G2	Olfr1511
OR10G3	Olfr1512
OR10G3	Olfr1513
OR10G7	Olfr978
OR10G9	Olfr979
OR10G9	Olfr980
OR10H1	Olfr239
OR10H1	Olfr55
OR10H3	Olfr63
OR10H5	Olfr1564
OR10J1	Olfr418
OR10J3	Olfr1404
OR10J3	Olfr218
OR10J5	Olfr16
OR10K2	Olfr370
OR10P1	Olfr796
OR10Q1	Olfr1494
OR10S1	Olfr982
OR10V1	Olfr1420
OR10W1	Olfr1490
OR10X1	Olfr417
OR10Z1	Olfr419
OR11A1	Olfr96
OR11G2	Olfr744
OR11H4	Olfr747
OR11H4	Olfr749
OR11H6	Olfr745
OR11L1	Olfr323
OR12D2	Olfr102
OR12D3	Olfr109
OR13A1	Olfr211
OR13C3	Olfr273
OR13C8	Olfr272
OR13D1	Olfr270
OR13F1	Olfr275
OR13G1	Olfr309
OR13J1	Olfr71
OR14C36	Olfr301
OR14J1	Olfr125
OR1A1	Olfr403
OR1A1	Olfr43
OR1B1	Olfr362
OR1D2	Olfr412
OR1E1	Olfr20
OR1I1	Olfr1357
OR1J1	Olfr3
OR1J2	Olfr348
OR1J4	Olfr350
OR1L4	Olfr364-ps1
OR1L4	Olfr365
OR1L8	Olfr355
OR1M1	Olfr24
OR1N1	Olfr351
OR1N1	Olfr353
OR1N2	Olfr354
OR1Q1	Olfr357
OR1S2	Olfr1496
OR2A1	Olfr435
OR2A12	Olfr446
OR2A25	Olfr447
OR2A42	Olfr435
OR2A5	Olfr448
OR2A7	Olfr13
OR2AG1	Olfr694
OR2AG1	Olfr705
OR2AG2	Olfr701
OR2AG2	Olfr706
OR2AK2	Olfr316
OR2AK2	Olfr318
OR2AK2	Olfr320
OR2AP1	Olfr765
OR2AP1	Olfr767
OR2AT4	Olfr520
OR2B11	Olfr222
OR2B2	Olfr1359
OR2B6	Olfr11
OR2C1	Olfr15
OR2D2	Olfr715
OR2D3	Olfr1532-ps1
OR2D3	Olfr707
OR2D3	Olfr709-ps1
OR2F1	Olfr38
OR2F1	Olfr453
OR2F2	Olfr452
OR2G6	Olfr1383
OR2H1	Olfr91
OR2H1	Olfr93
OR2H2	Olfr90
OR2H2	Olfr92
OR2J3	Olfr137
OR2K2	Olfr267
OR2L13	Olfr166
OR2L13	Olfr168
OR2L5	Olfr167
OR2M3	Olfr164
OR2M5	Olfr165
OR2S2	Olfr155
OR2T1	Olfr31
OR2T35	Olfr721-ps1
OR2T4	Olfr224
OR2T4	Olfr325
OR2T4	Olfr328
OR2T4	Olfr330
OR2T4	Olfr331
OR2T6	Olfr720
OR2T8	Olfr314
OR2V1	Olfr56
OR2V2	Olfr1396
OR2W1	Olfr263
OR2W3	Olfr317
OR2W3	Olfr322
OR2Y1	Olfr10
OR2Y1	Olfr1385
OR2Y1	Olfr1386
OR2Y1	Olfr1389
OR2Y1	Olfr1391
OR2Y1	Olfr1392
OR2Y1	Olfr1393
OR2Z1	Olfr372
OR2Z1	Olfr373
OR3A1	Olfr401
OR3A1	Olfr402
OR3A1	Olfr410
OR3A1	Olfr411
OR4A15	Olfr1234
OR4A16	Olfr1240
OR4A47	Olfr1256
OR4A5	Olfr1238
OR4B1	Olfr1270
OR4B1	Olfr1272
OR4B1	Olfr32
OR4C11	Olfr1201
OR4C11	Olfr1205
OR4C11	Olfr1206
OR4C12	Olfr1255
OR4C12	Olfr1259
OR4C13	Olfr1257
OR4C15	Olfr1211
OR4C15	Olfr1229
OR4C16	Olfr1209
OR4C3	Olfr1264
OR4C46	Olfr1258
OR4C6	Olfr1230
OR4D1	Olfr464
OR4D10	Olfr1424
OR4D10	Olfr1425
OR4D10	Olfr1426
OR4D11	Olfr1423
OR4D2	Olfr462
OR4D2	Olfr463
OR4D5	Olfr984
OR4D6	Olfr1428
OR4E2	Olfr1509
OR4F15	Olfr1309
OR4F16	Olfr1303
OR4F21	Olfr1303
OR4F29	Olfr1303
OR4F3	Olfr1303
OR4F4	Olfr1289
OR4F6	Olfr1310
OR4K1	Olfr728
OR4K15	Olfr725
OR4K15	Olfr726
OR4K15	Olfr727
OR4K2	Olfr730
OR4K5	Olfr729
OR4L1	Olfr723
OR4M1	Olfr734
OR4N4	Olfr732
OR4N4	Olfr733
OR4N5	Olfr722
OR4Q3	Olfr735
OR4S2	Olfr1193
OR51A7	Olfr576
OR51B2	Olfr64
OR51B4	Olfr66
OR51B6	Olfr623
OR51B6	Olfr65
OR51D1	Olfr557
OR51E1	Olfr558
OR51E2	Olfr78
OR51F1	Olfr566
OR51F2	Olfr568
OR51G1	Olfr578
OR51G2	Olfr577
OR51I1	Olfr640
OR51I2	Olfr641
OR51M1	Olfr631
OR51Q1	Olfr635
OR51Q1	Olfr638
OR51S1	Olfr571
OR51T1	Olfr574
OR52A5	Olfr68
OR52A5	Olfr69
OR52B2	Olfr691
OR52B4	Olfr547
OR52B6	Olfr618
OR52D1	Olfr646
OR52E2	Olfr589
OR52E4	Olfr677
OR52E8	Olfr671
OR52E8	Olfr675
OR52H1	Olfr648
OR52I2	Olfr556
OR52J3	Olfr592
OR52K2	Olfr552
OR52L1	Olfr685
OR52M1	Olfr554
OR52N2	Olfr666
OR52N4	Olfr503
OR52N4	Olfr658
OR52N5	Olfr669
OR52R1	Olfr569
OR52R1	Olfr582
OR52R1	Olfr584
OR52W1	Olfr692
OR56A3	Olfr679
OR56A3	Olfr681
OR56A4	Olfr684
OR56B1	Olfr504
OR56B1	Olfr657
OR5A1	Olfr76
OR5AC2	Olfr198
OR5AK2	Olfr993
OR5AN1	Olfr1437
OR5AN1	Olfr262
OR5AP2	Olfr1020
OR5AR1	Olfr1019
OR5AS1	Olfr1111
OR5AU1	Olfr221
OR5B12	Olfr1445
OR5B12	Olfr1448
OR5B17	Olfr1467
OR5B21	Olfr1444
OR5B3	Olfr1469
OR5C1	Olfr368
OR5D14	Olfr1162
OR5D16	Olfr1155
OR5D18	Olfr73
OR5H14	Olfr191
OR5H14	Olfr193
OR5H15	Olfr183
OR5H2	Olfr196
OR5H6	Olfr187
OR5I1	Olfr152
OR5J2	Olfr1052
OR5K1	Olfr172
OR5K1	Olfr173
OR5K2	Olfr177
OR5K3	Olfr195
OR5K4	Olfr180
OR5L1	Olfr1157
OR5L2	Olfr1156
OR5M10	Olfr1022
OR5M10	Olfr1023
OR5M11	Olfr1028
OR5M11	Olfr1029
OR5M3	Olfr1032
OR5M3	Olfr1033
OR5M8	Olfr1031
OR5M9	Olfr1034
OR5P2	Olfr502
OR5P3	Olfr480
OR5P3	Olfr508
OR5T2	Olfr1086
OR5T3	Olfr1093
OR5V1	Olfr110
OR5V1	Olfr111
OR5W2	Olfr1151
OR6A2	Olfr2
OR6B1	Olfr449
OR6B2	Olfr1415
OR6B2	Olfr1416
OR6B3	Olfr1414
OR6C1	Olfr786
OR6C1	Olfr802
OR6C2	Olfr769
OR6C2	Olfr791
OR6C3	Olfr788
OR6C3	Olfr803
OR6C6	Olfr782
OR6C6	Olfr804
OR6C65	Olfr808
OR6C68	Olfr780
OR6C70	Olfr814
OR6C74	Olfr821
OR6C75	Olfr790
OR6C76	Olfr809
OR6C76	Olfr813
OR6F1	Olfr308
OR6K2	Olfr420
OR6K6	Olfr231
OR6N1	Olfr429
OR6N2	Olfr430
OR6P1	Olfr414
OR6S1	Olfr750
OR6X1	Olfr986
OR6Y1	Olfr220
OR7A17	Olfr19
OR7A5	Olfr57
OR7C1	Olfr1352
OR7C2	Olfr1356
OR7D4	Olfr39
OR7E24	Olfr873
OR7G1	Olfr854
OR7G2	Olfr853
OR7G3	Olfr832
OR7G3	Olfr834
OR8A1	Olfr160
OR8B12	Olfr874
OR8B12	Olfr875
OR8B12	Olfr876
OR8B2	Olfr147
OR8B3	Olfr147
OR8B4	Olfr878
OR8B8	Olfr145
OR8D1	Olfr26
OR8D1	Olfr933
OR8D2	Olfr924
OR8D2	Olfr926
OR8D4	Olfr985
OR8G5	Olfr935
OR8H1	Olfr1099
OR8H2	Olfr1100
OR8I2	Olfr1104
OR8J3	Olfr1045
OR8J3	Olfr1057
OR8J3	Olfr1062
OR8K1	Olfr1046
OR8K3	Olfr1054
OR8K5	Olfr1053
OR8U1	Olfr1044
OR9A2	Olfr459
OR9A4	Olfr460
OR9G1	Olfr1014
OR9G4	Olfr1006
OR9G4	Olfr1015
OR9I1	Olfr1502
OR9I1	Olfr1505
OR9K2	Olfr825
OR9K2	Olfr826
OR9Q1	Olfr1500
OR9Q2	Olfr1497
ORAI1	Orai1
ORAI2	Orai2
ORAI3	Orai3
ORC1	Orc1
ORC2	Orc2
ORC3	Orc3
ORC4	Orc4
ORC5	Orc5
ORC6	Orc6
ORM2	Orm1
ORM2	Orm2
ORM2	Orm3
ORMDL1	Ormdl1
ORMDL2	Ormdl2
ORMDL3	Ormdl3
OS9	Os9
OSBP	Osbp
OSBP2	Osbp2
OSBPL10	Osbpl10
OSBPL11	Osbpl11
OSBPL1A	Osbpl1a
OSBPL2	Osbpl2
OSBPL3	Osbpl3
OSBPL5	Osbpl5
OSBPL6	Osbpl6
OSBPL7	Osbpl7
OSBPL8	Osbpl8
OSBPL9	Osbpl9
OSCAR	Oscar
OSCP1	Oscp1
OSER1	Oser1
OSGEP	Osgep
OSGEPL1	Osgepl1
OSGIN1	Osgin1
OSGIN2	Osgin2
OSM	Osm
OSMR	Osmr
OSR1	Osr1
OSR2	Osr2
OST4	Ost4
OSTC	Ostc
OSTF1	Ostf1
OSTM1	Ostm1
OSTN	Ostn
OTC	Otc
OTOA	Otoa
OTOF	Otof
OTOG	Otog
OTOGL	Otogl
OTOL1	Otol1
OTOP1	Otop1
OTOP2	Otop2
OTOP3	Otop3
OTOR	Otor
OTOS	Otos
OTP	Otp
OTUB1	Otub1
OTUB2	Otub2
OTUD1	Otud1
OTUD3	Otud3
OTUD4	Otud4
OTUD5	Otud5
OTUD6A	Otud6a
OTUD6B	Otud6b
OTUD7A	Otud7a
OTUD7B	Otud7b
OTX1	Otx1
OTX2	Otx2
OTX2-AS1	Otx2os1
OVCA2	Ovca2
OVGP1	Ovgp1
OVOL1	Ovol1
OVOL2	Ovol2
OVOL3	Ovol3
OXA1L	Oxa1l
OXCT1	Oxct1
OXGR1	Oxgr1
OXLD1	Oxld1
OXNAD1	Oxnad1
OXR1	Oxr1
OXSM	Oxsm
OXSR1	Oxsr1
OXT	Oxt
OXTR	Oxtr
P2RX1	P2rx1
P2RX2	P2rx2
P2RX3	P2rx3
P2RX4	P2rx4
P2RX5	P2rx5
P2RX6	P2rx6
P2RX7	P2rx7
P2RY1	P2ry1
P2RY10	P2ry10
P2RY12	P2ry12
P2RY13	P2ry13
P2RY14	P2ry14
P2RY2	P2ry2
P2RY4	P2ry4
P2RY6	P2ry6
P4HA1	P4ha1
P4HA2	P4ha2
P4HA3	P4ha3
P4HB	P4hb
P4HTM	P4htm
PA2G4	Pa2g4
PABPC1	Pabpc1
PABPC1L	Pabpc1l
PABPC4	Pabpc4
PABPC4L	Pabpc4l
PABPC5	Pabpc5
PABPN1	Pabpn1
PABPN1L	Pabpn1l
PACRG	Pacrg
PACS1	Pacs1
PACS2	Pacs2
PACSIN1	Pacsin1
PACSIN2	Pacsin2
PACSIN3	Pacsin3
PADI1	Padi1
PADI2	Padi2
PADI3	Padi3
PADI4	Padi4
PAF1	Paf1
PAFAH1B1	Pafah1b1
PAFAH1B2	Pafah1b2
PAFAH1B3	Pafah1b3
PAFAH2	Pafah2
PAG1	Pag1
PAGR1	Pagr1a
PAH	Pah
PAICS	Paics
PAIP1	Paip1
PAIP2	Paip2
PAIP2B	Paip2b
PAK1	Pak1
PAK1IP1	Pak1ip1
PAK2	Pak2
PAK3	Pak3
PAK4	Pak4
PAK6	Pak6
PALB2	Palb2
PALD1	Pald1
PALLD	Palld
PALM	Palm
PALM3	Palm3
PALMD	Palmd
PAM	Pam
PAM16	Pam16
PAMR1	Pamr1
PAN2	Pan2
PAN3	Pan3
PANK1	Pank1
PANK2	Pank2
PANK3	Pank3
PANK4	Pank4
PANX1	Panx1
PANX2	Panx2
PANX3	Panx3
PAOX	Paox
PAPLN	Papln
PAPOLA	Papola
PAPOLB	Papolb
PAPOLG	Papolg
PAPPA	Pappa
PAPPA2	Pappa2
PAPSS1	Papss1
PAPSS2	Papss2
PAQR3	Paqr3
PAQR4	Paqr4
PAQR5	Paqr5
PAQR6	Paqr6
PAQR7	Paqr7
PAQR8	Paqr8
PAQR9	Paqr9
PARD3	Pard3
PARD3B	Pard3b
PARD6A	Pard6a
PARD6B	Pard6b
PARD6G	Pard6g
PARG	Parg
PARK7	Park7
PARL	Parl
PARM1	Parm1
PARN	Parn
PARP1	Parp1
PARP10	Parp10
PARP11	Parp11
PARP12	Parp12
PARP14	Parp14
PARP16	Parp16
PARP2	Parp2
PARP3	Parp3
PARP4	Parp4
PARP6	Parp6
PARP8	Parp8
PARP9	Parp9
PARPBP	Parpbp
PARS2	Pars2
PARVA	Parva
PARVB	Parvb
PARVG	Parvg
PASK	Pask
PATE1	Pate1
PATE2	Pate2
PATE3	Pate3
PATE4	Pate4
PATL1	Patl1
PATL2	Patl2
PATZ1	Patz1
PAWR	Pawr
PAX1	Pax1
PAX2	Pax2
PAX3	Pax3
PAX4	Pax4
PAX5	Pax5
PAX6	Pax6
PAX7	Pax7
PAX8	Pax8
PAX9	Pax9
PAXBP1	Paxbp1
PAXIP1	Paxip1
PBDC1	Pbdc1
PBK	Pbk
PBLD	Pbld1
PBRM1	Pbrm1
PBX1	Pbx1
PBX2	Pbx2
PBX3	Pbx3
PBX4	Pbx4
PBXIP1	Pbxip1
PC	Pcx
PCBD1	Pcbd1
PCBD2	Pcbd2
PCBP1	Pcbp1
PCBP2	Pcbp2
PCBP3	Pcbp3
PCBP4	Pcbp4
PCCA	Pcca
PCCB	Pccb
PCDH1	Pcdh1
PCDH10	Pcdh10
PCDH11X	Pcdh11x
PCDH12	Pcdh12
PCDH15	Pcdh15
PCDH17	Pcdh17
PCDH18	Pcdh18
PCDH19	Pcdh19
PCDH20	Pcdh20
PCDH7	Pcdh7
PCDH8	Pcdh8
PCDH9	Pcdh9
PCDHA1	Pcdha1
PCDHA10	Pcdha9
PCDHA11	Pcdha11
PCDHA13	Pcdha12
PCDHA2	Pcdha2
PCDHA3	Pcdha3
PCDHA4	Pcdha4
PCDHA5	Pcdha5
PCDHA6	Pcdha6
PCDHA7	Pcdha7
PCDHA9	Pcdha8
PCDHAC1	Pcdhac1
PCDHAC2	Pcdhac2
PCDHB1	Pcdhb1
PCDHB11	Pcdhb21
PCDHB12	Pcdhb19
PCDHB14	Pcdhb20
PCDHB15	Pcdhb22
PCDHB16	Pcdhb17
PCDHB2	Pcdhb2
PCDHB3	Pcdhb3
PCDHB4	Pcdhb5
PCDHB5	Pcdhb10
PCDHB6	Pcdhb13
PCDHB7	Pcdhb15
PCDHB8	Pcdhb16
PCDHGA1	Pcdhga1
PCDHGA10	Pcdhga10
PCDHGA11	Pcdhga11
PCDHGA12	Pcdhga12
PCDHGA2	Pcdhga2
PCDHGA3	Pcdhga3
PCDHGA4	Pcdhga4
PCDHGA5	Pcdhga5
PCDHGA6	Pcdhga6
PCDHGA7	Pcdhga7
PCDHGA8	Pcdhga8
PCDHGA9	Pcdhga9
PCDHGB1	Pcdhgb1
PCDHGB2	Pcdhgb2
PCDHGB4	Pcdhgb4
PCDHGB6	Pcdhgb6
PCDHGB7	Pcdhgb7
PCDHGC3	Pcdhgc3
PCDHGC4	Pcdhgc4
PCDHGC5	Pcdhgc5
PCED1A	Pced1a
PCED1B	Pced1b
PCF11	Pcf11
PCGF1	Pcgf1
PCGF2	Pcgf2
PCGF3	Pcgf3
PCGF5	Pcgf5
PCGF6	Pcgf6
PCID2	Pcid2
PCIF1	Pcif1
PCK1	Pck1
PCK2	Pck2
PCLO	Pclo
PCM1	Pcm1
PCMT1	Pcmt1
PCMTD1	Pcmtd1
PCMTD2	Pcmtd2
PCNA	Pcna
PCNP	Pcnp
PCNT	Pcnt
PCOLCE	Pcolce
PCOLCE2	Pcolce2
PCP2	Pcp2
PCP4	Pcp4
PCP4L1	Pcp4l1
PCSK1	Pcsk1
PCSK1N	Pcsk1n
PCSK2	Pcsk2
PCSK4	Pcsk4
PCSK5	Pcsk5
PCSK6	Pcsk6
PCSK7	Pcsk7
PCSK9	Pcsk9
PCTP	Pctp
PCYOX1	Pcyox1
PCYOX1L	Pcyox1l
PCYT1A	Pcyt1a
PCYT1B	Pcyt1b
PCYT2	Pcyt2
PDAP1	Pdap1
PDC	Pdc
PDCD1	Pdcd1
PDCD10	Pdcd10
PDCD11	Pdcd11
PDCD1LG2	Pdcd1lg2
PDCD2	Pdcd2
PDCD2L	Pdcd2l
PDCD4	Pdcd4
PDCD5	Pdcd5
PDCD6	Pdcd6
PDCD6IP	Pdcd6ip
PDCD7	Pdcd7
PDCL	Pdcl
PDCL2	Pdcl2
PDCL3	Pdcl3
PDE10A	Pde10a
PDE11A	Pde11a
PDE12	Pde12
PDE1A	Pde1a
PDE1B	Pde1b
PDE1C	Pde1c
PDE2A	Pde2a
PDE3A	Pde3a
PDE3B	Pde3b
PDE4A	Pde4a
PDE4B	Pde4b
PDE4C	Pde4c
PDE4D	Pde4d
PDE4DIP	Pde4dip
PDE5A	Pde5a
PDE6A	Pde6a
PDE6B	Pde6b
PDE6C	Pde6c
PDE6D	Pde6d
PDE6G	Pde6g
PDE6H	Pde6h
PDE7A	Pde7a
PDE7B	Pde7b
PDE8A	Pde8a
PDE8B	Pde8b
PDE9A	Pde9a
PDF	Pdf
PDGFA	Pdgfa
PDGFB	Pdgfb
PDGFC	Pdgfc
PDGFD	Pdgfd
PDGFRA	Pdgfra
PDGFRB	Pdgfrb
PDGFRL	Pdgfrl
PDHA1	Pdha1
PDHA2	Pdha2
PDHB	Pdhb
PDHX	Pdhx
PDIA2	Pdia2
PDIA3	Pdia3
PDIA4	Pdia4
PDIA5	Pdia5
PDIA6	Pdia6
PDIK1L	Pdik1l
PDILT	Pdilt
PDK1	Pdk1
PDK2	Pdk2
PDK3	Pdk3
PDK4	Pdk4
PDLIM1	Pdlim1
PDLIM2	Pdlim2
PDLIM3	Pdlim3
PDLIM4	Pdlim4
PDLIM5	Pdlim5
PDLIM7	Pdlim7
PDP1	Pdp1
PDP2	Pdp2
PDPK1	Pdpk1
PDPN	Pdpn
PDPR	Pdpr
PDRG1	Pdrg1
PDS5A	Pds5a
PDS5B	Pds5b
PDSS1	Pdss1
PDSS2	Pdss2
PDX1	Pdx1
PDXDC1	Pdxdc1
PDXK	Pdxk
PDXP	Pdxp
PDYN	Pdyn
PDZD11	Pdzd11
PDZD2	Pdzd2
PDZD3	Pdzd3
PDZD4	Pdzd4
PDZD7	Pdzd7
PDZD8	Pdzd8
PDZD9	Pdzd9
PDZK1	Pdzk1
PDZK1IP1	Pdzk1ip1
PDZRN3	Pdzrn3
PDZRN4	Pdzrn4
PEA15	Pea15a
PEAK1	Peak1
PEAR1	Pear1
PEBP1	Pebp1
PEBP4	Pebp4
PECR	Pecr
PEF1	Pef1
PEG10	Peg10
PEG3	Peg3
PELI1	Peli1
PELI2	Peli2
PELI3	Peli3
PELO	Pelo
PELP1	Pelp1
PEMT	Pemt
PENK	Penk
PEPD	Pepd
PER1	Per1
PER2	Per2
PER3	Per3
PERP	Perp
PES1	Pes1
PET100	Pet100
PET117	Pet117
PEX1	Pex1
PEX10	Pex10
PEX11A	Pex11a
PEX11B	Pex11b
PEX11G	Pex11g
PEX12	Pex12
PEX13	Pex13
PEX14	Pex14
PEX16	Pex16
PEX19	Pex19
PEX2	Pex2
PEX26	Pex26
PEX3	Pex3
PEX5	Pex5
PEX5L	Pex5l
PEX6	Pex6
PEX7	Pex7
PF4	Pf4
PF4V1	Pf4
PFAS	Pfas
PFDN1	Pfdn1
PFDN2	Pfdn2
PFDN4	Pfdn4
PFDN5	Pfdn5
PFDN6	Pfdn6
PFKFB1	Pfkfb1
PFKFB2	Pfkfb2
PFKFB3	Pfkfb3
PFKFB4	Pfkfb4
PFKL	Pfkl
PFKM	Pfkm
PFKP	Pfkp
PFN1	Pfn1
PFN2	Pfn2
PFN3	Pfn3
PFN4	Pfn4
PGA3	Pga5
PGA4	Pga5
PGA5	Pga5
PGAM1	Pgam1
PGAM2	Pgam2
PGAM5	Pgam5
PGAP1	Pgap1
PGAP2	Pgap2
PGAP3	Pgap3
PGBD1	Pgbd1
PGBD5	Pgbd5
PGC	Pgc
PGD	Pgd
PGF	Pgf
PGGT1B	Pggt1b
PGK1	Pgk1
PGK2	Pgk2
PGLS	Pgls
PGLYRP1	Pglyrp1
PGLYRP2	Pglyrp2
PGLYRP3	Pglyrp3
PGLYRP4	Pglyrp4
PGM1	Pgm1
PGM2	Pgm2
PGM2L1	Pgm2l1
PGM3	Pgm3
PGM5	Pgm5
PGP	Pgp
PGPEP1	Pgpep1
PGPEP1L	Pgpep1l
PGR	Pgr
PGRMC1	Pgrmc1
PGRMC2	Pgrmc2
PGS1	Pgs1
PHACTR1	Phactr1
PHACTR2	Phactr2
PHACTR3	Phactr3
PHACTR4	Phactr4
PHAX	Phax
PHB	Phb
PHB2	Phb2
PHC1	Phc1
PHC2	Phc2
PHC3	Phc3
PHEX	Phex
PHF1	Phf1
PHF10	Phf10
PHF11	Phf11a
PHF11	Phf11b
PHF11	Phf11c
PHF11	Phf11d
PHF12	Phf12
PHF13	Phf13
PHF14	Phf14
PHF19	Phf19
PHF2	Phf2
PHF20	Phf20
PHF20L1	Phf20l1
PHF21A	Phf21a
PHF21B	Phf21b
PHF23	Phf23
PHF3	Phf3
PHF5A	Phf5a
PHF6	Phf6
PHF7	Phf7
PHF8	Phf8
PHGDH	Phgdh
PHGR1	Phgr1
PHIP	Phip
PHKA1	Phka1
PHKA2	Phka2
PHKB	Phkb
PHKG1	Phkg1
PHKG2	Phkg2
PHLDA1	Phlda1
PHLDA2	Phlda2
PHLDA3	Phlda3
PHLDB1	Phldb1
PHLDB2	Phldb2
PHLDB3	Phldb3
PHLPP1	Phlpp1
PHLPP2	Phlpp2
PHOSPHO1	Phospho1
PHOSPHO2	Phospho2
PHOX2A	Phox2a
PHOX2B	Phox2b
PHPT1	Phpt1
PHRF1	Phrf1
PHTF1	Phtf1
PHTF2	Phtf2
PHYH	Phyh
PHYHD1	Phyhd1
PHYHIP	Phyhip
PHYHIPL	Phyhipl
PHYKPL	Phykpl
PI15	Pi15
PI16	Pi16
PI4K2A	Pi4k2a
PI4K2B	Pi4k2b
PI4KA	Pi4ka
PI4KB	Pi4kb
PIANP	Pianp
PIAS1	Pias1
PIAS2	Pias2
PIAS3	Pias3
PIAS4	Pias4
PIBF1	Pibf1
PICALM	Picalm
PICK1	Pick1
PID1	Pid1
PIEZO1	Piezo1
PIEZO2	Piezo2
PIF1	Pif1
PIFO	Pifo
PIGA	Piga
PIGB	Pigb
PIGC	Pigc
PIGF	Pigf
PIGG	Pigg
PIGH	Pigh
PIGK	Pigk
PIGL	Pigl
PIGM	Pigm
PIGN	Pign
PIGO	Pigo
PIGP	Pigp
PIGQ	Pigq
PIGR	Pigr
PIGS	Pigs
PIGT	Pigt
PIGU	Pigu
PIGV	Pigv
PIGW	Pigw
PIGX	Pigx
PIGY	Pigyl
PIGZ	Pigz
PIH1D1	Pih1d1
PIH1D2	Pih1d2
PIK3AP1	Pik3ap1
PIK3C2A	Pik3c2a
PIK3C2B	Pik3c2b
PIK3C2G	Pik3c2g
PIK3C3	Pik3c3
PIK3CA	Pik3ca
PIK3CB	Pik3cb
PIK3CD	Pik3cd
PIK3CG	Pik3cg
PIK3IP1	Pik3ip1
PIK3R1	Pik3r1
PIK3R2	Pik3r2
PIK3R3	Pik3r3
PIK3R4	Pik3r4
PIK3R5	Pik3r5
PIK3R6	Pik3r6
PIKFYVE	Pikfyve
PILRA	Pilra
PILRB	Pilrb1
PILRB	Pilrb2
PIM1	Pim1
PIM2	Pim2
PIM3	Pim3
PIN1	Pin1
PIN4	Pin4
PINK1	Pink1
PINLYP	Pinlyp
PINX1	Pinx1
PIP	Pip
PIP4K2A	Pip4k2a
PIP4K2B	Pip4k2b
PIP4K2C	Pip4k2c
PIP5K1A	Pip5k1a
PIP5K1B	Pip5k1b
PIP5K1C	Pip5k1c
PIP5KL1	Pip5kl1
PIPOX	Pipox
PIR	Pir
PIRT	Pirt
PISD	Pisd
PITHD1	Pithd1
PITPNA	Pitpna
PITPNB	Pitpnb
PITPNC1	Pitpnc1
PITPNM1	Pitpnm1
PITPNM2	Pitpnm2
PITPNM3	Pitpnm3
PITRM1	Pitrm1
PITX1	Pitx1
PITX2	Pitx2
PITX3	Pitx3
PIWIL1	Piwil1
PIWIL2	Piwil2
PIWIL4	Piwil4
PJA1	Pja1
PJA2	Pja2
PKD1	Pkd1
PKD1L1	Pkd1l1
PKD2	Pkd2
PKD2L1	Pkd2l1
PKD2L2	Pkd2l2
PKDCC	Pkdcc
PKDREJ	Pkdrej
PKHD1	Pkhd1
PKHD1L1	Pkhd1l1
PKIA	Pkia
PKIB	Pkib
PKIG	Pkig
PKLR	Pklr
PKM	Pkm
PKMYT1	Pkmyt1
PKN1	Pkn1
PKN2	Pkn2
PKN3	Pkn3
PKNOX1	Pknox1
PKNOX2	Pknox2
PKP1	Pkp1
PKP2	Pkp2
PKP3	Pkp3
