hgGenes	mmGenes
FAM160A2	Fam160a2
CNGA4	Cnga4
CCKBR	Cckbr
SMPD1	Smpd1
APBB1	Apbb1
HPX	Hpx
TRIM3	Trim3
ARFIP2	Arfip2
TIMM10B	Timm10b
DNHD1	Dnhd1
RRP8	Rrp8
ILK	Ilk
TAF10	Taf10
TPP1	Tpp1
DCHS1	Dchs1
MRPL17	Mrpl17
NLRP14	Nlrp14
RBMXL2	Rbmxl2
SYT9	Syt9
OLFML1	Olfml1
PPFIBP2	Ppfibp2
CYB5R2	Cyb5r2
OVCH2	Ovch2
NLRP10	Nlrp10
EIF3F	Eif3f
TUB	Tub
RIC3	Ric3
LMO1	Lmo1
STK33	Stk33
TRIM66	Trim66
RPL27A	Rpl27a
ST5	St5
AKIP1	Akip1
ASCL3	Ascl3
TMEM9B	Tmem9b
NRIP3	Nrip3
SCUBE2	Scube2
DENND5A	Dennd5a
TMEM41B	Tmem41b
IPO7	Ipo7
SNORA23	Snora23
WEE1	Wee1
SWAP70	Swap70
SBF2	Sbf2
ADM	Adm
AMPD3	Ampd3
RNF141	Rnf141
LYVE1	Lyve1
MRVI1	Mrvi1
CTR9	Ctr9
EIF4G2	Eif4g2
ZBED5	Zbed5
GALNT18	Galnt18
USP47	Usp47
DKK3	Dkk3
MICAL2	Mical2
MICALCL	Micalcl
PARVA	Parva
TEAD1	Tead1
RASSF10	Rassf10
ARNTL	Arntl
BTBD10	Btbd10
PTH	Pth
FAR1	Far1
SPON1	Spon1
RRAS2	Rras2
COPB1	Copb1
PSMA1	Psma1
PDE3B	Pde3b
CYP2R1	Cyp2r1
CALCB	Calcb
CALCA	Calca
INSC	Insc
SOX6	Sox6
PLEKHA7	Plekha7
RPS13	Rps13
SNORD14A	Snord14a
PIK3C2A	Pik3c2a
NUCB2	Nucb2
KCNJ11	Kcnj11
ABCC8	Abcc8
USH1C	Ush1c
OTOG	Otog
MYOD1	Myod1
KCNC1	Kcnc1
SERGEF	Sergef
TPH1	Tph1
SAAL1	Saal1
SAA4	Saa4
SAA2	Saa2
SAA1	Saa1
HPS5	Hps5
GTF2H1	Gtf2h1
LDHA	Ldha
LDHC	Ldhc
TSG101	Tsg101
UEVLD	Uevld
SPTY2D1	Spty2d1
TMEM86A	Tmem86a
PTPN5	Ptpn5
MRGPRX1	Mrgprx1
MRGPRX2	Mrgprx2
ZDHHC13	Zdhhc13
CSRP3	Csrp3
E2F8	E2f8
NAV2	Nav2
DBX1	Dbx1
HTATIP2	Htatip2
PRMT3	Prmt3
SLC6A5	Slc6a5
NELL1	Nell1
ANO5	Ano5
SLC17A6	Slc17a6
FANCF	Fancf
GAS2	Gas2
SVIP	Svip
LUZP2	Luzp2
ANO3	Ano3
MUC15	Muc15
SLC5A12	Slc5a12
FIBIN	Fibin
BBOX1	Bbox1
CCDC34	Ccdc34
LGR4	Lgr4
LIN7C	Lin7c
BDNF	Bdnf
KIF18A	Kif18a
METTL15	Mettl15
KCNA4	Kcna4
FSHB	Fshb
ARL14EP	Arl14ep
MPPED2	Mpped2
DNAJC24	Dnajc24
IMMP1L	Immp1l
ELP4	Elp4
PAX6	Pax6
RCN1	Rcn1
WT1	Wt1
EIF3M	Eif3m
CCDC73	Ccdc73
PRRG4	Prrg4
QSER1	Qser1
DEPDC7	Depdc7
TCP11L1	Tcp11l1
CSTF3	Cstf3
HIPK3	Hipk3
FBXO3	Fbxo3
LMO2	Lmo2
CAPRIN1	Caprin1
NAT10	Nat10
ABTB2	Abtb2
CAT	Cat
ELF5	Elf5
EHF	Ehf
APIP	Apip
PDHX	Pdhx
CD44	Cd44
SLC1A2	Slc1a2
PAMR1	Pamr1
FJX1	Fjx1
TRIM44	Trim44
LDLRAD3	Ldlrad3
COMMD9	Commd9
PRR5L	Prr5l
TRAF6	Traf6
RAG1	Rag1
RAG2	Rag2
LRRC4C	Lrrc4c
API5	Api5
TTC17	Ttc17
HSD17B12	Hsd17b12
MIR670HG	Mir670hg
MIR670	Mir670
MIR129-2	Mir129-2
ALKBH3	Alkbh3
ACCSL	Accsl
ACCS	Accs
EXT2	Ext2
ALX4	Alx4
CD82	Cd82
TSPAN18	Tspan18
PRDM11	Prdm11
SYT13	Syt13
CHST1	Chst1
SLC35C1	Slc35c1
CRY2	Cry2
MAPK8IP1	Mapk8ip1
PEX16	Pex16
PHF21A	Phf21a
CREB3L1	Creb3l1
DGKZ	Dgkz
MDK	Mdk
CHRM4	Chrm4
AMBRA1	Ambra1
HARBI1	Harbi1
ATG13	Atg13
ARHGAP1	Arhgap1
F2	F2
CKAP5	Ckap5
SNORD67	Snord67
LRP4	Lrp4
ARFGAP2	Arfgap2
PACSIN3	Pacsin3
DDB2	Ddb2
ACP2	Acp2
NR1H3	Nr1h3
MADD	Madd
MYBPC3	Mybpc3
SPI1	Spi1
SLC39A13	Slc39a13
PSMC3	Psmc3
RAPSN	Rapsn
CELF1	Celf1
NDUFS3	Ndufs3
PTPMT1	Ptpmt1
KBTBD4	Kbtbd4
C1QTNF4	C1qtnf4
MTCH2	Mtch2
AGBL2	Agbl2
FNBP4	Fnbp4
NUP160	Nup160
PTPRJ	Ptprj
FOLH1	Folh1
LRRC55	Lrrc55
APLNR	Aplnr
TNKS1BP1	Tnks1bp1
SSRP1	Ssrp1
P2RX3	P2rx3
PRG3	Prg3
PRG2	Prg2
SLC43A3	Slc43a3
RTN4RL2	Rtn4rl2
SLC43A1	Slc43a1
TIMM10	Timm10
SMTNL1	Smtnl1
UBE2L6	Ube2l6
SERPING1	Serping1
MIR130A	Mir130a
YPEL4	Ypel4
CLP1	Clp1
ZDHHC5	Zdhhc5
MED19	Med19
TMX2	Tmx2
BTBD18	Btbd18
CTNND1	Ctnnd1
LPXN	Lpxn
ZFP91	Zfp91
CNTF	Cntf
GLYAT	Glyat
FAM111A	Fam111a
DTX4	Dtx4
MPEG1	Mpeg1
OSBP	Osbp
PATL1	Patl1
STX3	Stx3
MRPL16	Mrpl16
GIF	Gif
OOSP1	Oosp1
OOSP2	Oosp2
MS4A3	Ms4a3
MS4A2	Ms4a2
MS4A4A	Ms4a4a
MS4A7	Ms4a7
MS4A14	Ms4a14
MS4A5	Ms4a5
MS4A1	Ms4a1
MS4A12	Ms4a12
MS4A13	Ms4a13
MS4A18	Ms4a18
MS4A15	Ms4a15
MS4A10	Ms4a10
CCDC86	Ccdc86
PTGDR2	Ptgdr2
ZP1	Zp1
PRPF19	Prpf19
TMEM109	Tmem109
TMEM132A	Tmem132a
SLC15A3	Slc15a3
CD6	Cd6
CD5	Cd5
VPS37C	Vps37c
PGA5	Pga5
VWCE	Vwce
DDB1	Ddb1
CYB561A3	Cyb561a3
TMEM138	Tmem138
TMEM216	Tmem216
CPSF7	Cpsf7
SDHAF2	Sdhaf2
PPP1R32	Ppp1r32
LRRC10B	Lrrc10b
SYT7	Syt7
DAGLA	Dagla
MYRF	Myrf
TMEM258	Tmem258
FEN1	Fen1
FADS2	Fads2
FADS1	Fads1
FADS3	Fads3
RAB3IL1	Rab3il1
BEST1	Best1
FTH1	Fth1
INCENP	Incenp
SCGB2A2	Scgb2a2
ASRGL1	Asrgl1
SCGB1A1	Scgb1a1
AHNAK	Ahnak
EEF1G	Eef1g
TUT1	Tut1
MTA2	Mta2
EML3	Eml3
ROM1	Rom1
B3GAT3	B3gat3
GANAB	Ganab
INTS5	Ints5
UBXN1	Ubxn1
LRRN4CL	Lrrn4cl
BSCL2	Bscl2
GNG3	Gng3
HNRNPUL2	Hnrnpul2
TTC9C	Ttc9c
ZBTB3	Zbtb3
POLR2G	Polr2g
TAF6L	Taf6l
NXF1	Nxf1
WDR74	Wdr74
SNHG1	Snhg1
SLC3A2	Slc3a2
CHRM1	Chrm1
SLC22A6	Slc22a6
SLC22A8	Slc22a8
HRASLS5	Hrasls5
LGALS12	Lgals12
PLA2G16	Pla2g16
ATL3	Atl3
RTN3	Rtn3
MARK2	Mark2
RCOR2	Rcor2
NAA40	Naa40
COX8A	Cox8a
OTUB1	Otub1
MACROD1	Macrod1
FLRT1	Flrt1
STIP1	Stip1
FERMT3	Fermt3
TRPT1	Trpt1
NUDT22	Nudt22
DNAJC4	Dnajc4
VEGFB	Vegfb
FKBP2	Fkbp2
PPP1R14B	Ppp1r14b
PLCB3	Plcb3
BAD	Bad
GPR137	Gpr137
KCNK4	Kcnk4
ESRRA	Esrra
TRMT112	Trmt112
PRDX5	Prdx5
CCDC88B	Ccdc88b
RPS6KA4	Rps6ka4
SLC22A12	Slc22a12
NRXN2	Nrxn2
RASGRP2	Rasgrp2
PYGM	Pygm
SF1	Sf1
MAP4K2	Map4k2
MEN1	Men1
CDC42BPG	Cdc42bpg
EHD1	Ehd1
MIR192	Mir192
MIR194-2	Mir194-2
ATG2A	Atg2a
PPP2R5B	Ppp2r5b
GPHA2	Gpha2
BATF2	Batf2
ARL2	Arl2
SNX15	Snx15
SAC3D1	Sac3d1
NAALADL1	Naaladl1
CDCA5	Cdca5
ZFPL1	Zfpl1
TMEM262	Tmem262
VPS51	Vps51
TM7SF2	Tm7sf2
ZNHIT2	Znhit2
FAU	Fau
SYVN1	Syvn1
MRPL49	Mrpl49
CAPN1	Capn1
SLC22A20	Slc22a20
POLA2	Pola2
CDC42EP2	Cdc42ep2
DPF2	Dpf2
TIGD3	Tigd3
SLC25A45	Slc25a45
FRMD8	Frmd8
NEAT1	Neat1
MALAT1	Malat1
SCYL1	Scyl1
LTBP3	Ltbp3
SSSCA1	Sssca1
FAM89B	Fam89b
EHBP1L1	Ehbp1l1
KCNK7	Kcnk7
MAP3K11	Map3k11
SIPA1	Sipa1
RELA	Rela
KAT5	Kat5
RNASEH2C	Rnaseh2c
AP5B1	Ap5b1
OVOL1	Ovol1
CFL1	Cfl1
SNX32	Snx32
MUS81	Mus81
EFEMP2	Efemp2
CTSW	Ctsw
FIBP	Fibp
CCDC85B	Ccdc85b
FOSL1	Fosl1
DRAP1	Drap1
TSGA10IP	Tsga10ip
SART1	Sart1
EIF1AD	Eif1ad
BANF1	Banf1
CST6	Cst6
CATSPER1	Catsper1
GAL3ST3	Gal3st3
SF3B2	Sf3b2
PACS1	Pacs1
KLC2	Klc2
RAB1B	Rab1b
CNIH2	Cnih2
YIF1A	Yif1a
TMEM151A	Tmem151a
CD248	Cd248
RIN1	Rin1
BRMS1	Brms1
SLC29A2	Slc29a2
NPAS4	Npas4
MRPL11	Mrpl11
PELI3	Peli3
DPP3	Dpp3
BBS1	Bbs1
ZDHHC24	Zdhhc24
ACTN3	Actn3
CTSF	Ctsf
CCDC87	Ccdc87
CCS	Ccs
RBM14	Rbm14
RBM4	Rbm4
RBM4B	Rbm4b
SPTBN2	Sptbn2
RCE1	Rce1
LRFN4	Lrfn4
SYT12	Syt12
RHOD	Rhod
KDM2A	Kdm2a
ANKRD13D	Ankrd13d
SSH3	Ssh3
POLD4	Pold4
CLCF1	Clcf1
RAD9A	Rad9a
PPP1CA	Ppp1ca
TBC1D10C	Tbc1d10c
CARNS1	Carns1
RPS6KB2	Rps6kb2
PTPRCAP	Ptprcap
CORO1B	Coro1b
GPR152	Gpr152
CABP4	Cabp4
TMEM134	Tmem134
AIP	Aip
PITPNM1	Pitpnm1
CDK2AP2	Cdk2ap2
CABP2	Cabp2
GSTP1	Gstp1
NDUFV1	Ndufv1
NUDT8	Nudt8
TBX10	Tbx10
ACY3	Acy3
ALDH3B2	Aldh3b2
UNC93B1	Unc93b1
ALDH3B1	Aldh3b1
NDUFS8	Ndufs8
TCIRG1	Tcirg1
CHKA	Chka
LRP5	Lrp5
PPP6R3	Ppp6r3
GAL	Gal
CPT1A	Cpt1a
MRPL21	Mrpl21
IGHMBP2	Ighmbp2
MRGPRD	Mrgprd
MRGPRF	Mrgprf
TPCN2	Tpcn2
CCND1	Ccnd1
ORAOV1	Oraov1
FGF4	Fgf4
FGF3	Fgf3
ANO1	Ano1
FADD	Fadd
PPFIA1	Ppfia1
CTTN	Cttn
SHANK2	Shank2
DHCR7	Dhcr7
NADSYN1	Nadsyn1
RNF121	Rnf121
IL18BP	Il18bp
NUMA1	Numa1
LAMTOR1	Lamtor1
ANAPC15	Anapc15
FOLR1	Folr1
FOLR2	Folr2
INPPL1	Inppl1
PHOX2A	Phox2a
CLPB	Clpb
PDE2A	Pde2a
MIR139	Mir139
ARAP1	Arap1
STARD10	Stard10
ATG16L2	Atg16l2
FCHSD2	Fchsd2
P2RY2	P2ry2
P2RY6	P2ry6
ARHGEF17	Arhgef17
RELT	Relt
FAM168A	Fam168a
PLEKHB1	Plekhb1
RAB6A	Rab6a
MRPL48	Mrpl48
COA4	Coa4
DNAJB13	Dnajb13
UCP2	Ucp2
UCP3	Ucp3
C2CD3	C2cd3
PPME1	Ppme1
P4HA3	P4ha3
PGM2L1	Pgm2l1
KCNE3	Kcne3
LIPT2	Lipt2
POLD3	Pold3
CHRDL2	Chrdl2
SNORD43	Snord43
RNF169	Rnf169
XRRA1	Xrra1
SPCS2	Spcs2
NEU3	Neu3
SLCO2B1	Slco2b1
TPBGL	Tpbgl
ARRB1	Arrb1
MIR326	Mir326
RPS3	Rps3
SNORD15A	Snord15a
SNORD15B	Snord15b
KLHL35	Klhl35
GDPD5	Gdpd5
SERPINH1	Serpinh1
MAP6	Map6
MOGAT2	Mogat2
DGAT2	Dgat2
UVRAG	Uvrag
WNT11	Wnt11
LRRC32	Lrrc32
TSKU	Tsku
ACER3	Acer3
B3GNT6	B3gnt6
CAPN5	Capn5
OMP	Omp
MYO7A	Myo7a
GDPD4	Gdpd4
PAK1	Pak1
CLNS1A	Clns1a
AQP11	Aqp11
RSF1	Rsf1
AAMDC	Aamdc
INTS4	Ints4
KCTD14	Kctd14
THRSP	Thrsp
NDUFC2	Ndufc2
ALG8	Alg8
KCTD21	Kctd21
USP35	Usp35
GAB2	Gab2
NARS2	Nars2
TENM4	Tenm4
MIR708	Mir708
FAM181B	Fam181b
PRCP	Prcp
RAB30	Rab30
PCF11	Pcf11
ANKRD42	Ankrd42
CCDC90B	Ccdc90b
DLG2	Dlg2
TMEM126B	Tmem126b
TMEM126A	Tmem126a
CREBZF	Crebzf
CCDC89	Ccdc89
SYTL2	Sytl2
CCDC83	Ccdc83
PICALM	Picalm
EED	Eed
CCDC81	Ccdc81
ME3	Me3
PRSS23	Prss23
FZD4	Fzd4
TMEM135	Tmem135
RAB38	Rab38
CTSC	Ctsc
GRM5	Grm5
TYR	Tyr
NOX4	Nox4
UBTFL1	Ubtfl1
NAALAD2	Naalad2
CHORDC1	Chordc1
FAT3	Fat3
MTNR1B	Mtnr1b
SLC36A4	Slc36a4
SMCO4	Smco4
SCARNA9	Scarna9
TAF1D	Taf1d
MED17	Med17
VSTM5	Vstm5
HEPHL1	Hephl1
PANX1	Panx1
GPR83	Gpr83
MRE11A	Mre11a
ANKRD49	Ankrd49
PIWIL4	Piwil4
FUT4	Fut4
AMOTL1	Amotl1
CWC15	Cwc15
KDM4D	Kdm4d
ENDOD1	Endod1
SESN3	Sesn3
FAM76B	Fam76b
CEP57	Cep57
MTMR2	Mtmr2
MAML2	Maml2
CCDC82	Ccdc82
JRKL	Jrkl
CNTN5	Cntn5
ARHGAP42	Arhgap42
PGR	Pgr
TRPC6	Trpc6
YAP1	Yap1
BIRC3	Birc3
BIRC2	Birc2
TMEM123	Tmem123
MMP7	Mmp7
MMP20	Mmp20
MMP27	Mmp27
MMP8	Mmp8
MMP10	Mmp10
MMP3	Mmp3
MMP12	Mmp12
MMP13	Mmp13
DCUN1D5	Dcun1d5
DYNC2H1	Dync2h1
PDGFD	Pdgfd
DDI1	Ddi1
CASP12	Casp12
CASP4	Casp4
CASP1	Casp1
GRIA4	Gria4
MSANTD4	Msantd4
KBTBD3	Kbtbd3
AASDHPPT	Aasdhppt
GUCY1A2	Gucy1a2
CWF19L2	Cwf19l2
ALKBH8	Alkbh8
ELMOD1	Elmod1
SLN	Sln
SLC35F2	Slc35f2
CUL5	Cul5
ACAT1	Acat1
NPAT	Npat
ATM	Atm
KDELC2	Kdelc2
EXPH5	Exph5
DDX10	Ddx10
ZC3H12C	Zc3h12c
RDX	Rdx
FDX1	Fdx1
ARHGAP20	Arhgap20
COLCA2	Colca2
POU2AF1	Pou2af1
BTG4	Btg4
MIR34B	Mir34b
MIR34C	Mir34c
LAYN	Layn
SIK2	Sik2
PPP2R1B	Ppp2r1b
ALG9	Alg9
FDXACB1	Fdxacb1
CRYAB	Cryab
HSPB2	Hspb2
DIXDC1	Dixdc1
DLAT	Dlat
PIH1D2	Pih1d2
TIMM8B	Timm8b
SDHD	Sdhd
IL18	Il18
TEX12	Tex12
BCO2	Bco2
PTS	Pts
PLET1	Plet1
NCAM1	Ncam1
TTC12	Ttc12
ANKK1	Ankk1
DRD2	Drd2
TMPRSS5	Tmprss5
ZW10	Zw10
USP28	Usp28
HTR3B	Htr3b
HTR3A	Htr3a
ZBTB16	Zbtb16
NNMT	Nnmt
RBM7	Rbm7
REXO2	Rexo2
NXPE4	Nxpe4
NXPE2	Nxpe2
CADM1	Cadm1
BUD13	Bud13
APOA5	Apoa5
APOA4	Apoa4
APOC3	Apoc3
APOA1	Apoa1
SIK3	Sik3
PAFAH1B2	Pafah1b2
SIDT2	Sidt2
TAGLN	Tagln
PCSK7	Pcsk7
RNF214	Rnf214
BACE1	Bace1
CEP164	Cep164
DSCAML1	Dscaml1
FXYD2	Fxyd2
FXYD6	Fxyd6
TMPRSS13	Tmprss13
IL10RA	Il10ra
TMPRSS4	Tmprss4
SCN4B	Scn4b
SCN2B	Scn2b
MPZL3	Mpzl3
MPZL2	Mpzl2
CD3E	Cd3e
CD3D	Cd3d
CD3G	Cd3g
UBE4A	Ube4a
ATP5L	Atp5l
KMT2A	Kmt2a
TTC36	Ttc36
TMEM25	Tmem25
IFT46	Ift46
ARCN1	Arcn1
PHLDB1	Phldb1
TREH	Treh
DDX6	Ddx6
CXCR5	Cxcr5
BCL9L	Bcl9l
UPK2	Upk2
FOXR1	Foxr1
CCDC84	Ccdc84
RPS25	Rps25
TRAPPC4	Trappc4
SLC37A4	Slc37a4
HYOU1	Hyou1
VPS11	Vps11
HMBS	Hmbs
H2AFX	H2afx
DPAGT1	Dpagt1
C2CD2L	C2cd2l
HINFP	Hinfp
ABCG4	Abcg4
NLRX1	Nlrx1
PDZD3	Pdzd3
CCDC153	Ccdc153
CBL	Cbl
MCAM	Mcam
RNF26	Rnf26
C1QTNF5	C1qtnf5
MFRP	Mfrp
USP2	Usp2
THY1	Thy1
TRIM29	Trim29
OAF	Oaf
POU2F3	Pou2f3
TMEM136	Tmem136
ARHGEF12	Arhgef12
GRIK4	Grik4
TBCEL	Tbcel
TECTA	Tecta
SC5D	Sc5d
SORL1	Sorl1
MIR100	Mir100
UBASH3B	Ubash3b
CRTAM	Crtam
BSX	Bsx
HSPA8	Hspa8
SNORD14E	Snord14e
SNORD14D	Snord14d
SNORD14C	Snord14c
CLMP	Clmp
GRAMD1B	Gramd1b
SCN3B	Scn3b
TMEM225	Tmem225
VWA5A	Vwa5a
PANX3	Panx3
TBRG1	Tbrg1
SIAE	Siae
SPA17	Spa17
NRGN	Nrgn
VSIG2	Vsig2
ESAM	Esam
MSANTD2	Msantd2
ROBO3	Robo3
ROBO4	Robo4
HEPACAM	Hepacam
CCDC15	Ccdc15
SLC37A2	Slc37a2
TMEM218	Tmem218
PKNOX2	Pknox2
FEZ1	Fez1
EI24	Ei24
STT3A	Stt3a
CHEK1	Chek1
ACRV1	Acrv1
PATE1	Pate1
PATE2	Pate2
PATE3	Pate3
PATE4	Pate4
HYLS1	Hyls1
PUS3	Pus3
DDX25	Ddx25
CDON	Cdon
RPUSD4	Rpusd4
FAM118B	Fam118b
SRPR	Srpr
FOXRED1	Foxred1
TIRAP	Tirap
DCPS	Dcps
ST3GAL4	St3gal4
KIRREL3	Kirrel3
ETS1	Ets1
FLI1	Fli1
KCNJ1	Kcnj1
KCNJ5	Kcnj5
ARHGAP32	Arhgap32
BARX2	Barx2
TMEM45B	Tmem45b
NFRKB	Nfrkb
PRDM10	Prdm10
APLP2	Aplp2
ST14	St14
ZBTB44	Zbtb44
ADAMTS8	Adamts8
ADAMTS15	Adamts15
SNX19	Snx19
NTM	Ntm
OPCML	Opcml
SPATA19	Spata19
IGSF9B	Igsf9b
JAM3	Jam3
NCAPD3	Ncapd3
VPS26B	Vps26b
THYN1	Thyn1
ACAD8	Acad8
GLB1L3	Glb1l3
GLB1L2	Glb1l2
B3GAT1	B3gat1
IQSEC3	Iqsec3
SLC6A12	Slc6a12
SLC6A13	Slc6a13
KDM5A	Kdm5a
CCDC77	Ccdc77
B4GALNT3	B4galnt3
NINJ2	Ninj2
WNK1	Wnk1
RAD52	Rad52
ERC1	Erc1
WNT5B	Wnt5b
FBXL14	Fbxl14
ADIPOR2	Adipor2
CACNA2D4	Cacna2d4
LRTM2	Lrtm2
DCP1B	Dcp1b
CACNA1C	Cacna1c
FKBP4	Fkbp4
ITFG2	Itfg2
NRIP2	Nrip2
FOXM1	Foxm1
RHNO1	Rhno1
TULP3	Tulp3
TEAD4	Tead4
TSPAN9	Tspan9
PRMT8	Prmt8
PARP11	Parp11
CCND2	Ccnd2
FGF23	Fgf23
FGF6	Fgf6
RAD51AP1	Rad51ap1
DYRK4	Dyrk4
AKAP3	Akap3
NDUFA9	Ndufa9
KCNA6	Kcna6
KCNA1	Kcna1
KCNA5	Kcna5
NTF3	Ntf3
ANO2	Ano2
VWF	Vwf
CD9	Cd9
PLEKHG6	Plekhg6
TNFRSF1A	Tnfrsf1a
SCNN1A	Scnn1a
LTBR	Ltbr
CD27	Cd27
TAPBPL	Tapbpl
VAMP1	Vamp1
MRPL51	Mrpl51
NCAPD2	Ncapd2
SCARNA10	Scarna10
GAPDH	Gapdh
IFFO1	Iffo1
NOP2	Nop2
CHD4	Chd4
LPAR5	Lpar5
ACRBP	Acrbp
ING4	Ing4
PIANP	Pianp
COPS7A	Cops7a
MLF2	Mlf2
PTMS	Ptms
LAG3	Lag3
CD4	Cd4
GPR162	Gpr162
GNB3	Gnb3
CDCA3	Cdca3
USP5	Usp5
TPI1	Tpi1
SPSB2	Spsb2
LRRC23	Lrrc23
ENO2	Eno2
ATN1	Atn1
PTPN6	Ptpn6
EMG1	Emg1
MIR200C	Mir200c
MIR141	Mir141
PHB2	Phb2
LPCAT3	Lpcat3
C1RL	C1rl
CLSTN3	Clstn3
PEX5	Pex5
ACSM4	Acsm4
CD163L1	Cd163l1
CD163	Cd163
APOBEC1	Apobec1
GDF3	Gdf3
DPPA3	Dppa3
NANOG	Nanog
SLC2A3	Slc2a3
FOXJ2	Foxj2
C3AR1	C3ar1
NECAP1	Necap1
CLEC4D	Clec4d
CLEC4E	Clec4e
AICDA	Aicda
MFAP5	Mfap5
RIMKLB	Rimklb
A2ML1	A2ml1
PHC1	Phc1
M6PR	M6pr
KLRG1	Klrg1
A2M	A2m
PZP	Pzp
KLRB1	Klrb1
CLEC2D	Clec2d
CD69	Cd69
CLEC12A	Clec12a
CLEC1B	Clec1b
CLEC12B	Clec12b
CLEC9A	Clec9a
CLEC1A	Clec1a
CLEC7A	Clec7a
OLR1	Olr1
TMEM52B	Tmem52b
GABARAPL1	Gabarapl1
KLRD1	Klrd1
KLRK1	Klrk1
KLRC3	Klrc3
KLRC2	Klrc2
KLRC1	Klrc1
MAGOHB	Magohb
STYK1	Styk1
YBX3	Ybx3
PRH1	Prh1
PRB1	Prb1
ETV6	Etv6
BCL2L14	Bcl2l14
LRP6	Lrp6
MANSC1	Mansc1
DUSP16	Dusp16
CREBL2	Crebl2
GPR19	Gpr19
CDKN1B	Cdkn1b
APOLD1	Apold1
DDX47	Ddx47
GPRC5A	Gprc5a
GPRC5D	Gprc5d
HEBP1	Hebp1
GSG1	Gsg1
EMP1	Emp1
GRIN2B	Grin2b
ATF7IP	Atf7ip
PLBD1	Plbd1
GUCY2C	Gucy2c
HIST4H4	Hist4h4
H2AFJ	H2afj
WBP11	Wbp11
SMCO3	Smco3
ART4	Art4
MGP	Mgp
ERP27	Erp27
ARHGDIB	Arhgdib
PDE6H	Pde6h
RERG	Rerg
PTPRO	Ptpro
EPS8	Eps8
STRAP	Strap
DERA	Dera
SLC15A5	Slc15a5
MGST1	Mgst1
LMO3	Lmo3
RERGL	Rergl
PIK3C2G	Pik3c2g
PLCZ1	Plcz1
CAPZA3	Capza3
PLEKHA5	Plekha5
AEBP2	Aebp2
PDE3A	Pde3a
SLCO1C1	Slco1c1
IAPP	Iapp
PYROXD1	Pyroxd1
RECQL	Recql
GOLT1B	Golt1b
GYS2	Gys2
LDHB	Ldhb
KCNJ8	Kcnj8
ABCC9	Abcc9
CMAS	Cmas
ST8SIA1	St8sia1
C2CD5	C2cd5
ETNK1	Etnk1
SOX5	Sox5
BCAT1	Bcat1
LRMP	Lrmp
CASC1	Casc1
KRAS	Kras
RASSF8	Rassf8
BHLHE41	Bhlhe41
SSPN	Sspn
ITPR2	Itpr2
FGFR1OP2	Fgfr1op2
TM7SF3	Tm7sf3
MED21	Med21
STK38L	Stk38l
ARNTL2	Arntl2
SMCO2	Smco2
PPFIBP1	Ppfibp1
REP15	Rep15
MRPS35	Mrps35
MANSC4	Mansc4
KLHL42	Klhl42
PTHLH	Pthlh
CCDC91	Ccdc91
FAR2	Far2
ERGIC2	Ergic2
TMTC1	Tmtc1
IPO8	Ipo8
CAPRIN2	Caprin2
TSPAN11	Tspan11
DDX11	Ddx11
FAM60A	Fam60a
DENND5B	Dennd5b
AMN1	Amn1
H3F3C	H3f3c
BICD1	Bicd1
FGD4	Fgd4
DNM1L	Dnm1l
YARS2	Yars2
PKP2	Pkp2
SYT10	Syt10
ALG10B	Alg10b
CPNE8	Cpne8
KIF21A	Kif21a
ABCD2	Abcd2
SLC2A13	Slc2a13
LRRK2	Lrrk2
MUC19	Muc19
CNTN1	Cntn1
PDZRN4	Pdzrn4
GXYLT1	Gxylt1
YAF2	Yaf2
PPHLN1	Pphln1
ZCRB1	Zcrb1
PRICKLE1	Prickle1
ADAMTS20	Adamts20
PUS7L	Pus7l
IRAK4	Irak4
TWF1	Twf1
TMEM117	Tmem117
NELL2	Nell2
DBX2	Dbx2
ANO6	Ano6
ARID2	Arid2
SCAF11	Scaf11
SLC38A1	Slc38a1
SLC38A2	Slc38a2
SLC38A4	Slc38a4
AMIGO2	Amigo2
PCED1B	Pced1b
RPAP3	Rpap3
ENDOU	Endou
RAPGEF3	Rapgef3
SLC48A1	Slc48a1
HDAC7	Hdac7
VDR	Vdr
TMEM106C	Tmem106c
COL2A1	Col2a1
SENP1	Senp1
PFKM	Pfkm
ASB8	Asb8
H1FNT	H1fnt
OR5BS1P	OR5BS1P
LALBA	Lalba
KANSL2	Kansl2
SNORA34	Snora34
SNORA2B	Snora2b
CCNT1	Ccnt1
ADCY6	Adcy6
CACNB3	Cacnb3
DDX23	Ddx23
RND1	Rnd1
CCDC65	Ccdc65
FKBP11	Fkbp11
ARF3	Arf3
WNT10B	Wnt10b
WNT1	Wnt1
DDN	Ddn
PRKAG1	Prkag1
KMT2D	Kmt2d
RHEBL1	Rhebl1
DHH	Dhh
LMBR1L	Lmbr1l
TUBA1B	Tuba1b
TUBA1A	Tuba1a
TUBA1C	Tuba1c
PRPH	Prph
TROAP	Troap
C1QL4	C1ql4
DNAJC22	Dnajc22
SPATS2	Spats2
KCNH3	Kcnh3
MCRS1	Mcrs1
PRPF40B	Prpf40b
FAM186B	Fam186b
FMNL3	Fmnl3
TMBIM6	Tmbim6
NCKAP5L	Nckap5l
BCDIN3D	Bcdin3d
FAIM2	Faim2
AQP2	Aqp2
AQP5	Aqp5
AQP6	Aqp6
RACGAP1	Racgap1
ASIC1	Asic1
SMARCD1	Smarcd1
